word,total_freq,occur_freq,std,cv
文坛,16,11,0.15849142163080238,14.918005060999274
江南,67,33,0.6630141926035161,14.902975732252168
店家,28,12,0.2769107417169911,14.893842036635306
教诲,13,10,0.12855252543543003,14.892315638904433
前奏,13,10,0.12855252543543003,14.892315638904433
地质系,13,9,0.12855252543543003,14.892315638904433
真爱,13,9,0.12855252543543,14.89231563890443
许下,13,10,0.12855252543543,14.89231563890443
预知,13,10,0.12855252543543,14.89231563890443
破除,13,10,0.12855252543543,14.89231563890443
住房,13,10,0.12855252543543,14.89231563890443
流星,13,10,0.12855252543543,14.89231563890443
聚集地,13,10,0.12855252543543,14.89231563890443
局限性,13,9,0.12855252543543,14.89231563890443
心智,13,10,0.12855252543543,14.89231563890443
英烈,13,10,0.12855252543543,14.89231563890443
出操,13,10,0.12855252543543,14.89231563890443
遇难,13,9,0.12855252543543,14.89231563890443
正当性,13,9,0.12855252543543,14.89231563890443
入狱,13,8,0.12855252543543,14.89231563890443
酒杯,13,9,0.12855252543543,14.89231563890443
代步,13,9,0.12855252543543,14.89231563890443
电影票,13,10,0.12855252543543,14.89231563890443
追梦,13,10,0.12855252543543,14.89231563890443
重构,13,9,0.12855252543543,14.89231563890443
不负责任,13,10,0.12855252543543,14.89231563890443
锋芒,13,10,0.12855252543543,14.89231563890443
世界杯,13,8,0.12855252543543,14.89231563890443
第二轮,13,8,0.12855252543542997,14.892315638904426
门户,13,9,0.12855252543542997,14.892315638904426
可逆,13,9,0.12855252543542997,14.892315638904426
仅为,13,10,0.12855252543542997,14.892315638904426
猫咪,74,29,0.7317336823057601,14.891769264222631
名著,21,14,0.20728301718417613,14.865153518065203
邢,21,9,0.2072830171841761,14.8651535180652
非洲,92,36,0.9075380843541154,14.856003859101063
侵权,37,10,0.3645031268987027,14.836262408363412
入伍,19,12,0.18717209869971663,14.835851612724909
歌迷,27,11,0.26594682422755084,14.833922862470057
民俗,31,13,0.30528967128484535,14.831169192096036
角,30,15,0.29538548253482044,14.828351223247987
代表团,15,10,0.1476927412674102,14.828351223247983
中华书局,15,8,0.1476927412674102,14.828351223247983
值班室,15,9,0.1476927412674102,14.828351223247983
宋,30,17,0.2953854825348204,14.828351223247983
厨艺,15,9,0.1476927412674102,14.828351223247983
南岸,15,8,0.1476927412674102,14.828351223247983
习题,15,10,0.1476927412674102,14.828351223247983
止不住,15,10,0.1476927412674102,14.828351223247983
见面会,15,10,0.1476927412674102,14.828351223247983
白酒,15,9,0.14769274126741017,14.828351223247981
白菜,36,18,0.35438763958555286,14.825216255995628
奥巴马,29,14,0.28513593489988315,14.80740406755945
祖父,59,17,0.5800401706891145,14.805771136572991
银杏,35,16,0.34397352636923906,14.800689448916401
太极拳,25,10,0.24525374203330147,14.774085420086081
工期,23,12,0.2256004800824288,14.771927087136424
银行,62,26,0.6073080518384518,14.751708484979169
遗嘱,20,10,0.1957964559389546,14.743473132203281
国庆节,20,12,0.1957964559389546,14.743473132203281
战役,20,12,0.1957964559389546,14.743473132203281
爱心,74,28,0.7244377211562268,14.74328659542267
中等,22,14,0.2150984500156566,14.72446662379904
单向,22,12,0.2150984500156566,14.72446662379904
过滤,35,20,0.3420376669236148,14.717392182484684
馆藏,33,17,0.32213276282609843,14.70096790351831
灰暗,27,16,0.2634382129995189,14.693998102862054
围观,58,35,0.5655951913617739,14.68597169294537
本部,40,19,0.3898935590448756,14.679492498039567
消毒,36,16,0.3506202455568414,14.667613605794532
选举,56,24,0.5453641781182889,14.66640093296684
回不去,14,9,0.1360363153551049,14.633620780342
承泽园,14,9,0.1360363153551049,14.633620780342
馆舍,14,9,0.1360363153551049,14.633620780342
街口,14,10,0.1360363153551049,14.633620780342
有误,14,10,0.1360363153551049,14.633620780342
朝阳,28,16,0.2720726307102098,14.633620780342
迪,21,15,0.20405447303265736,14.633620780342
大跃进,14,10,0.13603631535510488,14.633620780341996
洗完,14,10,0.13603631535510488,14.633620780341996
通话,14,8,0.13603631535510488,14.633620780341996
午休,28,16,0.27207263071020976,14.633620780341996
工序,14,10,0.13603631535510488,14.633620780341996
中年男人,14,10,0.13603631535510488,14.633620780341996
乐曲,14,10,0.13603631535510488,14.633620780341996
娶,14,10,0.13603631535510488,14.633620780341996
蘑菇,14,9,0.13603631535510488,14.633620780341996
延安,14,10,0.13603631535510488,14.633620780341996
物体,14,10,0.13603631535510485,14.633620780341992
外卖,131,35,1.2722403704534637,14.625908380938291
失恋,25,15,0.24253118713476252,14.610078712998094
书目,24,16,0.2327979960376567,14.608074251362957
评选,24,16,0.2327979960376567,14.608074251362957
涨价,24,11,0.23279799603765666,14.608074251362956
户外,24,13,0.23279799603765666,14.608074251362956
哒,26,15,0.25188680927477636,14.590059029531277
唱片,18,11,0.17436064302617135,14.588173799856337
三块,17,10,0.16461170240740902,14.582660225032821
通行,17,11,0.164611702407409,14.58266022503282
厂家,23,13,0.2226377222419471,14.577930856364015
本片,23,12,0.22263772224194708,14.577930856364013
保密,23,13,0.22263772224194708,14.577930856364013
爆炸,90,43,0.871041230174645,14.575423251589058
赛,47,20,0.45482013470645893,14.573598358892067
学工,47,21,0.4548201347064589,14.573598358892065
陈独秀,193,26,1.8657225133585071,14.558435777813015
污水,27,12,0.2609054825411683,14.552728026185164
远山,19,10,0.1835902319931986,14.551941546408269
教科书,55,27,0.5312238543597484,14.545874993923292
水果,166,44,1.6017301658094572,14.531359215114714
歧视,47,21,0.45335784286373765,14.526742794740189
诚信,16,9,0.15424496582453773,14.518307408234614
华表,16,10,0.15424496582453773,14.518307408234614
花瓣,16,10,0.15424496582453773,14.518307408234614
豆浆,16,10,0.15424496582453773,14.518307408234614
群山,16,10,0.15424496582453773,14.518307408234614
实验班,16,10,0.15424496582453773,14.518307408234614
六岁,16,12,0.1542449658245377,14.518307408234612
仓库,16,10,0.1542449658245377,14.518307408234612
知识点,16,10,0.1542449658245377,14.518307408234612
史诗,16,12,0.1542449658245377,14.518307408234612
英杰,32,21,0.30848993164907534,14.518307408234609
山头,16,12,0.15424496582453767,14.518307408234609
库,16,12,0.15424496582453767,14.518307408234609
合唱团,136,32,1.3108289550760255,14.515502987827164
金字塔,11,9,0.1059944832889877,14.511608348474134
湖南省,11,9,0.1059944832889877,14.511608348474134
情意,11,9,0.1059944832889877,14.511608348474134
香肠,11,9,0.1059944832889877,14.511608348474134
小溪,11,8,0.1059944832889877,14.511608348474134
魔术,11,8,0.1059944832889877,14.511608348474134
菩萨,11,9,0.1059944832889877,14.511608348474134
货架,11,9,0.1059944832889877,14.511608348474134
